# Data for the a4a model 
# Full age range
 1 10 
# Full year range
 1957 2008 
# Number of surveys
 1 
# Survey time as a fraction into the year (one for each survey)
 0.705 
# fbar range
 2 6 
# Last age group considered plus group 0=no 1=yes
 1 
# Number of observations
 710 
# Observation data frame 
# fleet	year	age	observation	weights
1	1976	7	-1.09720727677451	1
1	1976	8	-1.44797201177906	1
1	1976	9	-2.23010811368238	1
1	1976	10	-0.758086821602387	1
1	1977	1	2.32033292983203	1
1	1977	2	1.64360035482839	1
1	1977	3	1.43651472850599	1
1	1977	4	1.28686077282973	1
1	1977	5	0.856471576996924	1
1	1977	6	-1.02463211608702	1
1	1977	7	-1.51563370770312	1
1	1977	8	-1.68737669082617	1
1	1977	9	-2.02414029076108	1
1	1977	10	-1.09265149276866	1
1	1978	1	2.29406332310152	1
1	1978	2	1.99942848844189	1
1	1978	3	1.2697790622354	1
1	1978	4	1.00335134107513	1
1	1978	5	0.795549150485689	1
1	1978	6	0.331028372182292	1
1	1978	7	-1.54712791963268	1
1	1978	8	-2.01152175919397	1
1	1978	9	-2.16614952572913	1
1	1978	10	-1.22100054336913	1
1	1979	1	2.35201984287965	1
1	1979	2	1.98083683500622	1
1	1979	3	1.67108851420702	1
1	1979	4	0.842386385620019	1
1	1979	5	0.447445542419999	1
1	1979	6	0.170001322107215	1
1	1979	7	-0.265125670425192	1
1	1979	8	-2.06673764458097	1
1	1979	9	-2.50167522399921	1
1	1979	10	-1.31194363230079	1
1	1980	1	2.24694084308437	1
1	1980	2	2.05015516738785	1
1	1980	3	1.60605320782817	1
1	1980	4	1.09536313459201	1
1	1980	5	0.0899753400138508	1
1	1980	6	-0.352984699541524	1
1	1980	7	-0.563462775575509	1
1	1980	8	-0.919493167484157	1
1	1980	9	-2.70907549972142	1
1	1980	10	-1.44351376084419	1
1	1981	1	1.87846027088875	1
1	1981	2	2.16614757832282	1
1	1981	3	1.68180473114713	1
1	1981	4	0.87914011285247	1
1	1981	5	0.205581223964433	1
1	1981	6	-0.752315570414018	1
1	1981	7	-1.08263802093653	1
1	1981	8	-1.25534209405964	1
1	1981	9	-1.64450052823767	1
1	1981	10	-1.53426492769594	1
1	1982	1	2.5118866311448	1
1	1982	2	2.11519552034395	1
1	1982	3	1.89410046824103	1
1	1982	4	0.926630270453144	1
1	1982	5	-0.0104637939680909	1
1	1982	6	-0.554795030093375	1
1	1982	7	-1.36843063969858	1
1	1982	8	-1.67220860487103	1
1	1982	9	-1.88011501655879	1
1	1982	10	-1.26169597773312	1
1	1983	1	2.45019512107685	1
1	1983	2	2.82362836415027	1
1	1983	3	1.87900751358165	1
1	1983	4	1.17858527688014	1
1	1983	5	0.0686623577337659	1
1	1983	6	-0.745083018689529	1
1	1983	7	-1.13346939174807	1
1	1983	8	-1.87690373555233	1
1	1983	9	-2.16839719173427	1
1	1983	10	-1.19220911544204	1
1	1984	1	2.53697204952578	1
1	1984	2	2.51928608447854	1
1	1984	3	2.49317963870968	1
1	1984	4	1.1765960113454	1
1	1984	5	0.317707541926197	1
1	1984	6	-0.729270315687344	1
1	1984	7	-1.3935363264257	1
1	1984	8	-1.66331528503741	1
1	1984	9	-2.36314407736173	1
1	1984	10	-1.35572688815942	1
1	1985	1	2.80850913251266	1
1	1985	2	2.37315988061969	1
1	1985	3	2.10482130236488	1
1	1985	4	1.80755637068011	1
1	1985	5	0.349533170827241	1
1	1985	6	-0.476578691189719	1
1	1985	7	-1.39485359407368	1
1	1985	8	-1.94663599167479	1
1	1985	9	-2.19091372195559	1
1	1985	10	-1.56377163405783	1
1	1986	1	3.61386055779537	1
1	1986	2	2.6744317951524	1
1	1986	3	2.0124285409176	1
1	1986	4	1.49274574536697	1
1	1986	5	1.06970988939429	1
1	1986	6	-0.356498115434894	1
1	1986	7	-1.07687380202129	1
1	1986	8	-1.91623245777033	1
1	1986	9	-2.46076091790461	1
1	1986	10	-1.53031288717444	1
1	1987	1	2.93899486935905	1
1	1987	2	3.60622208205671	1
1	1987	3	2.40151190313606	1
1	1987	4	1.44461538274932	1
1	1987	5	0.765859273936782	1
1	1987	6	0.350680919404105	1
1	1987	7	-0.988798502888264	1
1	1987	8	-1.63708323258938	1
1	1987	9	-2.44556721266997	1
1	1987	10	-1.45239840810796	1
1	1988	1	2.73485671938909	1
1	1988	2	2.93487044451039	1
1	1988	3	3.29788960463286	1
1	1988	4	1.74343485620944	1
1	1988	5	0.586129135248811	1
1	1988	6	-0.107462991603821	1
1	1988	7	-0.447365379082534	1
1	1988	8	-1.71771268907408	1
1	1988	9	-2.32144182231142	1
1	1988	10	-1.49138413459089	1
1	1989	1	2.19315249171222	1
1	1989	2	2.68433356195063	1
1	1989	3	2.53270359328432	1
1	1989	4	2.52048759374361	1
1	1989	5	0.783432722370938	1
1	1989	6	-0.362012732819785	1
1	1989	7	-0.985905604916377	1
1	1989	8	-1.29150228748331	1
1	1989	9	-2.55210561285803	1
1	1989	10	-1.6964423953327	1
1	1990	1	2.06189620763643	1
1	1990	2	2.18644804749722	1
1	1990	3	2.3125471123382	1
1	1990	4	1.81824881066139	1
1	1990	5	1.65990019935073	1
1	1990	6	-0.0476365885372303	1
1	1990	7	-1.13402646197902	1
1	1990	8	-1.74277217822476	1
1	1990	9	-2.04653934033007	1
1	1990	10	-1.89716570188101	1
1	1991	1	2.10606743259713	1
1	1991	2	2.11856066046728	1
1	1991	3	1.96058839028645	1
1	1991	4	1.80072451623151	1
1	1991	5	1.11848372070133	1
1	1991	6	0.919864330666575	1
1	1991	7	-0.728040472258314	1
1	1991	8	-1.72584106434625	1
1	1991	9	-2.25304345428264	1
1	1991	10	-1.6268451636457	1
1	1992	1	2.01829815363342	1
1	1992	2	2.11719247324808	1
1	1992	3	1.95290923488802	1
1	1992	4	1.51030903456855	1
1	1992	5	1.07072434164914	1
1	1992	6	0.257017699515201	1
1	1992	7	0.129824962222136	1
1	1992	8	-1.33088130889529	1
1	1992	9	-2.16518663449941	1
1	1992	10	-1.42274754079267	1
1	1993	1	1.30342169656473	1
1	1993	2	1.96368954178389	1
1	1993	3	1.8475530660716	1
1	1993	4	1.32938926499448	1
1	1993	5	0.597858449763459	1
1	1993	6	0.0653186402811681	1
1	1993	7	-0.665960066803166	1
1	1993	8	-0.657290431970589	1
1	1993	9	-2.02999398106066	1
1	1993	10	-1.4814363885798	1
1	1994	1	1.14555292506774	1
1	1994	2	1.33940044086544	1
1	1994	3	1.63553281886112	1
1	1994	4	1.09308778618626	1
1	1994	5	0.369449391960373	1
1	1994	6	-0.335514171399426	1
1	1994	7	-0.793223031719185	1
1	1994	8	-1.54415136726557	1
1	1994	9	-1.62851613200104	1
1	1994	10	-1.77574053532072	1
1	1995	1	1.72439509005573	1
1	1995	2	1.40028488185206	1
1	1995	3	1.17709509741288	1
1	1995	4	1.02542193272435	1
1	1995	5	0.287555759988905	1
1	1995	6	-0.403851830876423	1
1	1995	7	-1.06588653309468	1
1	1995	8	-1.59849364824462	1
1	1995	9	-2.48909312344597	1
1	1995	10	-1.80793395201162	1
1	1996	1	1.5300295088986	1
1	1996	2	2.19015698383441	1
1	1996	3	1.48063769480768	1
1	1996	4	0.742501015003539	1
1	1996	5	0.26614290365856	1
1	1996	6	-0.531383694271778	1
1	1996	7	-1.16000106992195	1
1	1996	8	-1.78936027848958	1
1	1996	9	-2.35679370366551	1
1	1996	10	-1.89635868694875	1
1	1997	1	2.57274776799135	1
1	1997	2	2.13598385469109	1
1	1997	3	2.28761845546602	1
1	1997	4	0.877057999889182	1
1	1997	5	-0.283697529376262	1
1	1997	6	-0.792292258197277	1
1	1997	7	-1.42132705809588	1
1	1997	8	-1.91441652196719	1
1	1997	9	-2.5269540225937	1
1	1997	10	-1.85098286991945	1
1	1998	1	1.26526196243762	1
1	1998	2	3.25812110901643	1
1	1998	3	2.0335645082186	1
1	1998	4	1.28030187979825	1
1	1998	5	-0.478335500311122	1
1	1998	6	-1.46871365940038	1
1	1998	7	-1.71548810126832	1
1	1998	8	-2.25174253486614	1
1	1998	9	-2.81393118107339	1
1	1998	10	-2.01861695012533	1
1	1999	1	1.10142467581689	1
1	1999	2	1.92531013611634	1
1	1999	3	3.03659813256997	1
1	1999	4	0.933700434076615	1
1	1999	5	-0.0617902395954069	1
1	1999	6	-1.56495464994005	1
1	1999	7	-2.32399016859769	1
1	1999	8	-2.55580578928746	1
1	1999	9	-3.19241521672008	1
1	1999	10	-2.30104330036705	1
1	2000	1	1.56875910756288	1
1	2000	2	1.63724285685765	1
1	2000	3	1.80721572155128	1
1	2000	4	2.26501571777302	1
1	2000	5	-0.128252440637466	1
1	2000	6	-1.04373669920734	1
1	2000	7	-2.3934741370835	1
1	2000	8	-3.07958752469913	1
1	2000	9	-3.29308123024218	1
1	2000	10	-2.4686473988121	1
1	2001	1	1.11674780530007	1
1	2001	2	2.0051628998742	1
1	2001	3	1.66412033665341	1
1	2001	4	1.29261094048631	1
1	2001	5	1.35166142737875	1
1	2001	6	-1.13133102394084	1
1	2001	7	-1.90236658538319	1
1	2001	8	-3.05890406973562	1
1	2001	9	-3.64613510051108	1
1	2001	10	-2.53245173662983	1
1	2002	1	2.42351115559502	1
1	2002	2	1.51363541593273	1
1	2002	3	1.93864356540656	1
1	2002	4	1.02818294260121	1
1	2002	5	0.302170819748811	1
1	2002	6	0.343127829111477	1
1	2002	7	-1.96948988207017	1
1	2002	8	-2.60894531375892	1
1	2002	9	-3.80882352087451	1
1	2002	10	-2.88272778204968	1
1	2003	1	1.44544784733573	1
1	2003	2	2.67847225475761	1
1	2003	3	1.16516679150855	1
1	2003	4	1.06999651450175	1
1	2003	5	-0.0033099704480346	1
1	2003	6	-0.607370678101441	1
1	2003	7	-0.454354040624647	1
1	2003	8	-2.85197502411116	1
1	2003	9	-3.75490649400249	1
1	2003	10	-3.48980465891556	1
1	2004	1	2.51385177852424	1
1	2004	2	1.36578952386095	1
1	2004	3	2.1695733222549	1
1	2004	4	0.352573619490816	1
1	2004	5	0.172075577076084	1
1	2004	6	-0.858460578300937	1
1	2004	7	-1.47012731100226	1
1	2004	8	-1.47610263260694	1
1	2004	9	-4.1424187501523	1
1	2004	10	-3.88311691624316	1
1	2005	1	1.98674024910668	1
1	2005	2	2.17668297901053	1
1	2005	3	0.954283817778656	1
1	2005	4	1.55774907723142	1
1	2005	5	-0.468896679876416	1
1	2005	6	-0.758536204229978	1
1	2005	7	-1.79612708562092	1
1	2005	8	-2.41486830453179	1
1	2005	9	-2.53793680656842	1
1	2005	10	-3.85590198658769	1
1	2006	1	1.6520976293296	1
1	2006	2	1.79184948243795	1
1	2006	3	1.87365467684279	1
1	2006	4	0.294968725434209	1
1	2006	5	0.606632738167658	1
1	2006	6	-1.43406252840434	1
1	2006	7	-1.55593316962189	1
1	2006	8	-2.52230673899596	1
1	2006	9	-3.2971574904188	1
1	2006	10	-3.04405537568995	1
1	2007	1	1.78575725032551	1
1	2007	2	1.80012081392786	1
1	2007	3	1.40261907046256	1
1	2007	4	0.925714454846956	1
1	2007	5	-0.758944381239555	1
1	2007	6	-0.180853154117282	1
1	2007	7	-1.97082171851443	1
1	2007	8	-2.21420299086813	1
1	2007	9	-3.61269272756745	1
1	2007	10	-3.06280556780759	1
1	2008	1	1.57223161022603	1
1	2008	2	2.00733367793661	1
1	2008	3	1.29965499784358	1
1	2008	4	0.400194543559198	1
1	2008	5	0.0256545255348115	1
1	2008	6	-1.3236857524831	1
1	2008	7	-0.680208803063625	1
1	2008	8	-2.85458322428149	1
1	2008	9	-3.64939840793776	1
1	2008	10	-3.49546088865048	1
2	1985	1	3.05359917101995	10
2	1985	2	3.49605222012225	10
2	1985	3	1.96241743857332	10
2	1985	4	0.775399172254297	10
2	1985	5	-1.38079740290488	10
2	1985	6	-1.64945421758621	10
2	1985	7	-2.71244887064143	10
2	1985	8	-3.48609927005044	10
2	1986	1	4.80711319336965	10
2	1986	2	3.18473535291851	10
2	1986	3	2.23554665103864	10
2	1986	4	0.488139201028656	10
2	1986	5	-0.506971151548487	10
2	1986	6	-2.5449698868854	10
2	1986	7	-2.78104718698418	10
2	1986	8	-3.74428067810553	10
2	1987	1	3.72340927483956	10
2	1987	2	4.9426029527698	10
2	1987	3	1.80213751764156	10
2	1987	4	-0.133362765461302	10
2	1987	5	-0.983878311892743	10
2	1987	6	-1.67948068641864	10
2	1987	7	-2.7404619068691	10
2	1987	8	-4.13818496381261	10
2	1988	1	4.82600937409261	10
2	1988	2	3.29404716311223	10
2	1988	3	3.50938170159541	10
2	1988	4	0.60534688426582	10
2	1988	5	-0.663153320139407	10
2	1988	6	-1.90213271646466	10
2	1988	7	-2.47722389835301	10
2	1988	8	-5.02057414401109	10
2	1989	1	4.4518676373764	10
2	1989	2	4.06970560056465	10
2	1989	3	1.95846767029512	10
2	1989	4	2.16027819467135	10
2	1989	5	0.0701038577587039	10
2	1989	6	-1.87905944030036	10
2	1989	7	-2.86430017028796	10
2	1989	8	-2.11033924261551	10
2	1990	1	3.05128635029796	10
2	1990	2	2.93488017398452	10
2	1990	3	2.32317544811404	10
2	1990	4	1.42954515453397	10
2	1990	5	0.0214162524324981	10
2	1990	6	-1.91823213539884	10
2	1990	7	-3.28108310332879	10
2	1990	8	-2.67983728505267	10
2	1991	1	3.52646367718677	10
2	1991	2	3.10810118668372	10
2	1991	3	1.65542420590567	10
2	1991	4	0.776833590084518	10
2	1991	5	-0.246130116621518	10
2	1991	6	0.0458812201828578	10
2	1991	7	-3.05501699757198	10
2	1991	8	-3.2150213526507	10
2	1992	1	3.47965937508012	10
2	1992	2	3.13938839353269	10
2	1992	3	1.61106158777117	10
2	1992	4	0.0299938604205385	10
2	1992	5	-0.538199535502925	10
2	1992	6	-0.717260083512141	10
2	1992	7	-1.5688244831861	10
2	1992	8	-3.04726502076766	10
2	1993	1	3.13007011890515	10
2	1993	2	3.49162325586008	10
2	1993	3	1.95169361410286	10
2	1993	4	0.114570484581755	10
2	1993	5	-1.76783380519013	10
2	1993	6	-1.90459274230552	10
2	1993	7	-2.15996182576676	10
2	1993	8	-2.46205567687984	10
2	1994	1	3.28185694011885	10
2	1994	2	2.46593016966597	10
2	1994	3	1.86590074966148	10
2	1994	4	0.690128773489687	10
2	1994	5	-0.646565680236425	10
2	1994	6	-2.14575479912241	10
2	1994	7	-1.84599857803947	10
2	1994	8	-1.74028969101424	10
2	1995	1	3.8337418660028	10
2	1995	2	2.07757189981345	10
2	1995	3	0.958030287367289	10
2	1995	4	0.396266724721056	10
2	1995	5	-1.51819161810159	10
2	1995	6	-1.83790136780685	10
2	1995	7	-2.72916235161517	10
2	1995	8	-1.57323560635108	10
2	1996	1	3.68945916375211	10
2	1996	2	3.66175205721585	10
2	1996	3	1.43998215837858	10
2	1996	4	-0.121905500249776	10
2	1996	5	-0.471386592773933	10
2	1996	6	-1.78298561021073	10
2	1996	7	-4.75394548075714	10
2	1996	8	-3.45080148796942	10
2	1997	3	1.29508519848083	10
2	1997	4	-0.671013310586784	10
2	1997	5	-3.2150213526507	10
2	1997	6	-2.63794634334351	10
2	1997	7	-3.46242952596454	10
2	1997	8	-3.80830253687046	10
2	1998	1	4.13994845265081	10
2	1998	2	4.37185859182969	10
2	1998	3	2.16232661841865	10
2	1998	4	0.49038740341445	10
2	1998	5	-1.33169468989715	10
2	1998	6	-1.97737533321817	10
2	1998	7	-3.62735934004662	10
2	1998	8	-4.24738425577761	10
2	1999	1	4.02692698573476	10
2	1999	2	3.17120433924863	10
2	1999	3	3.51052195257414	10
2	1999	4	-0.401336700811561	10
2	1999	5	-0.951072668663009	10
2	1999	6	-3.68411215663907	10
2	1999	7	-3.66245065985789	10
2	1999	8	-5.23679725248072	10
2	2000	1	3.92987224317615	10
2	2000	2	2.61310469740344	10
2	2000	3	1.74992854154467	10
2	2000	4	1.48150767182515	10
2	2000	5	-2.18572814653099	10
2	2000	6	-3.43930710854368	10
2	2000	7	-2.31252394290888	10
2	2000	8	-5.23679725248072	10
2	2001	1	3.70951022225501	10
2	2001	2	2.66597070032272	10
2	2001	3	1.26826493487201	10
2	2001	4	0.60344336217625	10
2	2001	5	0.552213401016499	10
2	2001	6	-2.92051331512852	10
2	2001	7	-3.64124845220729	10
2	2001	8	-4.89052101576289	10
2	2002	1	4.59754901854145	10
2	2002	2	2.16947371013839	10
2	2002	3	1.07918411273216	10
2	2002	4	-0.0145792294713347	10
2	2002	5	-0.690572065183303	10
2	2002	6	-1.34427347210401	10
2	2002	7	-4.09323357595035	10
2	2002	8	-3.67683939730999	10
2	2003	1	3.14084052695562	10
2	2003	2	3.43990759248771	10
2	2003	3	0.68172575068489	10
2	2003	4	0.0855396658885432	10
2	2003	5	-1.27434339342569	10
2	2003	6	-1.50241711084775	10
2	2003	7	-2.07613516484465	10
2	2003	8	-3.8855942111721	10
2	2004	1	3.72508618105368	10
2	2004	2	2.0353616478118	10
2	2004	3	2.50238178896357	10
2	2004	4	0.194059635639993	10
2	2004	5	-0.72177816348693	10
2	2004	6	-1.22446092985765	10
2	2004	7	-1.67555526430253	10
2	2004	8	-0.57988559668862	10
2	2005	1	3.36911390485053	10
2	2005	2	2.54648423346827	10
2	2005	3	0.281486208815783	10
2	2005	4	0.923973483309142	10
2	2005	5	-1.54190145018064	10
2	2005	6	-1.46999936127433	10
2	2005	7	-2.85788989192705	10
2	2005	8	-3.504226654643	10
2	2006	1	3.2097810630552	10
2	2006	2	1.96706998465521	10
2	2006	3	1.2738202189495	10
2	2006	4	-0.529444007400546	10
2	2006	5	0.151014039166699	10
2	2006	6	-1.76461664423836	10
2	2006	7	-1.90090496922634	10
2	2006	8	-4.84289296677364	10
2	2007	1	4.10075588467596	10
2	2007	2	2.58440333468413	10
2	2007	3	1.35874769576844	10
2	2007	4	1.04611382433448	10
2	2007	5	-0.543237329532882	10
2	2007	6	0.183585156572299	10
2	2007	7	-2.00150519027786	10
2	2007	8	-1.80726936419234	10
2	2008	1	3.76480394590513	10
2	2008	2	3.1756406041035	10
2	2008	3	1.78849582136076	10
2	2008	4	0.589202854899726	10
2	2008	5	0.358426750482334	10
2	2008	6	-2.09681537008219	10
2	2008	7	-1.07683716309341	10
2	2008	8	-2.84835086888029	10
# Auxilliary data frame 
# Number of auxilliary data
 520 
# year	age	m	m.spwn	harvest.spwn	mat.wt
1957	1	-2.30258509299405	0	0	0	0.039
1957	2	-2.30258509299405	0	0	0.0495	0.099
1957	3	-2.30258509299405	0	0	0.08	0.16
1957	4	-2.30258509299405	0	0	0.248	0.248
1957	5	-2.30258509299405	0	0	0.325	0.325
1957	6	-2.30258509299405	0	0	0.485	0.485
1957	7	-2.30258509299405	0	0	0.719	0.719
1957	8	-2.30258509299405	0	0	0.682	0.682
1957	9	-2.30258509299405	0	0	0.844	0.844
1957	10	-2.30258509299405	0	0	1.14279068054149	1.14279068054149
1958	1	-2.30258509299405	0	0	0	0.042
1958	2	-2.30258509299405	0	0	0.0455	0.091
1958	3	-2.30258509299405	0	0	0.0915	0.183
1958	4	-2.30258509299405	0	0	0.279	0.279
1958	5	-2.30258509299405	0	0	0.303	0.303
1958	6	-2.30258509299405	0	0	0.442	0.442
1958	7	-2.30258509299405	0	0	0.577	0.577
1958	8	-2.30258509299405	0	0	0.778	0.778
1958	9	-2.30258509299405	0	0	0.793	0.793
1958	10	-2.30258509299405	0	0	1.1116845147551	1.1116845147551
1959	1	-2.30258509299405	0	0	0	0.046
1959	2	-2.30258509299405	0	0	0.0515	0.103
1959	3	-2.30258509299405	0	0	0.0885	0.177
1959	4	-2.30258509299405	0	0	0.271	0.271
1959	5	-2.30258509299405	0	0	0.329	0.329
1959	6	-2.30258509299405	0	0	0.47	0.47
1959	7	-2.30258509299405	0	0	0.65	0.65
1959	8	-2.30258509299405	0	0	0.686	0.686
1959	9	-2.30258509299405	0	0	0.908	0.908
1959	10	-2.30258509299405	0	0	1.04218621755253	1.04218621755253
1960	1	-2.30258509299405	0	0	0	0.039
1960	2	-2.30258509299405	0	0	0.054	0.108
1960	3	-2.30258509299405	0	0	0.0925	0.185
1960	4	-2.30258509299405	0	0	0.279	0.279
1960	5	-2.30258509299405	0	0	0.364	0.364
1960	6	-2.30258509299405	0	0	0.469	0.469
1960	7	-2.30258509299405	0	0	0.633	0.633
1960	8	-2.30258509299405	0	0	0.726	0.726
1960	9	-2.30258509299405	0	0	0.845	0.845
1960	10	-2.30258509299405	0	0	1.08985481422821	1.08985481422821
1961	1	-2.30258509299405	0	0	0	0.038
1961	2	-2.30258509299405	0	0	0.0475	0.095
1961	3	-2.30258509299405	0	0	0.094	0.188
1961	4	-2.30258509299405	0	0	0.313	0.313
1961	5	-2.30258509299405	0	0	0.337	0.337
